"id","response.chinaCurrency","response.trumpBudget","response.berinskyACA","response.nyhanReifler","response.hksVitaminC","response.hksBioWeapon","response.hksHandWash","response.hksUSCreated","response.demNormsAccept","response.demNormsViol","response.forBornUS","response.forBornCanada","Q47","Q48","Q49","response.olivIraq","response.oliv911","response.olivObama","response.olivContrails","response.olivSoros","Q53.2","lucid_rid","lucid_age","lucid_gender","lucid_hhi","lucid_race","lucid_hispanic","lucid_education","lucid_political_party","lucid_region","lucid_zip","lucid_dma","lucid_state","isRandomized","berinskyACA","nyhanReifler","hksVitaminC","hksBioWeapon","hksHandWash","hksUSCreated","chinaCurrency","trumpBudget","olivIraq","oliv911","olivObama","olivContrails","olivSoros","demNormsAccept","demNormsViol","forBornUS","forBornCanada","shirker.allcGent","shirker.oliv","allcGentz.Beyonce.rally","allcGentz.Clinton.arms","allcGentz.Clinton.deplorables","allcGentz.Clinton.stumbled","allcGentz.FBI.Clinton.charges","allcGentz.FBI.agent","allcGentz.FBI.director","allcGentz.Ireland.asylum","allcGentz.Pence.vulgar","allcGentz.Pope.endorse","allcGentz.RuPaul","allcGentz.Trump.concede","response.allcGentz.Beyonce.rally","response.allcGentz.Clinton.arms","response.allcGentz.Clinton.deplorables","response.allcGentz.Clinton.stumbled","response.allcGentz.FBI.Clinton.charges","response.allcGentz.FBI.agent","response.allcGentz.FBI.director","response.allcGentz.Ireland.asylum","response.allcGentz.Pence.vulgar","response.allcGentz.Pope.endorse","response.allcGentz.RuPaul","response.allcGentz.Trump.concede","recode.chinaCurrency","recode.trumpBudget","recode.berinskyACA","recode.nyhanReifler","recode.hksVitaminC","recode.hksBioWeapon","recode.hksHandWash","recode.hksUSCreated","recode.demNormsAccept","recode.demNormsViol","recode.forBornUS","recode.forBornCanada","recode.olivIraq","recode.oliv911","recode.olivObama","recode.olivContrails","recode.olivSoros","recode.allcGentz.Beyonce.rally","recode.allcGentz.Clinton.arms","recode.allcGentz.Clinton.deplorables","recode.allcGentz.Clinton.stumbled","recode.allcGentz.FBI.Clinton.charges","recode.allcGentz.FBI.agent","recode.allcGentz.FBI.director","recode.allcGentz.Ireland.asylum","recode.allcGentz.Pence.vulgar","recode.allcGentz.Pope.endorse","recode.allcGentz.RuPaul","recode.allcGentz.Trump.concede","education","age","vconservative","party","vliberal","numeracy","wgt"
1553,53.7,55.5,"True","Neither agree nor disagree","Probably true","Not sure","Probably true","Not sure","Slightly agree","Somewhat agree",79.1,80,"Established “death panels” which have the authority to determine whether or not a gravely ill or injured person should receive health care based on their “level of productivity in society.”","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Vote for the Democrat Joe Biden","5fe2968c-c6a5-32ef-6e4c-28e9f996a208","18","1","3","1","2","4","2","4","89031","839","29","1","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Not sure","Not sure","Not sure","Not sure","Yes, true","Not sure","Not sure","Not sure","Yes, true","Not sure","Not sure","Not sure",53.7,55.5,"True","Neither agree nor disagree","Probably true","Not sure","Probably false","Not sure","Slightly agree","Somewhat disagree",20.9,20,"Disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Agree","Not sure","Not sure","Not sure","Not sure","No, false","Not sure","Not sure","Not sure","Yes, true","Not sure","Not sure","Not sure",4,18,0,"Republican",0,0,1.4060928195102
1554,50.7,64.4,"Not sure","Neither agree nor disagree","Not sure","Probably true","Probably false","Not sure","Slightly agree","Slightly agree",51.3,49.9,"Prohibited insurers to deny coverage to those with pre-existing conditions.","Abroad","Chemicals distributed by government agents","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Not vote in the presidential election","5fe2868f-7bc4-3832-ee57-18c2a07e4677","34","2","1","1","1","2","4","3","76060","623","44","1","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Not sure","Not sure","Not sure","Not sure","Not sure","No, false","Not sure","Not sure","Yes, true","Not sure","Not sure","Not sure",50.7,64.4,"Not sure","Neither agree nor disagree","Not sure","Probably true","Probably false","Not sure","Slightly disagree","Slightly disagree",51.3,49.9,"Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Not sure","Not sure","Not sure","Not sure","Not sure","No, false","Not sure","Not sure","No, false","Not sure","Not sure","Not sure",2,34,0,"Other",0,0,1.19608566751863
1555,50.4,51.6,"Not sure","Neither agree nor disagree","Probably true","Probably false","Definitely false","Probably false","Slightly agree","Slightly agree",20.3,43.3,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Not vote in the presidential election","5fe29870-7bf8-7792-e061-e449c3fdcb4f","21","1","19","1","2","4","2","4","86314","753","3","1","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Not sure","No, false","Not sure","Yes, true","Not sure","No, false","Not sure","Not sure","No, false","Yes, true","Not sure","Not sure",49.6,51.6,"Not sure","Neither agree nor disagree","Probably false","Probably true","Definitely false","Probably true","Slightly agree","Slightly disagree",20.3,43.3,"Agree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Not sure","Yes, true","Not sure","Yes, true","Not sure","No, false","Not sure","Not sure","Yes, true","Yes, true","Not sure","Not sure",4,21,0,"Independent",0,0,3.58724317848083
1556,75.3,47,"Not sure","Neither agree nor disagree","Probably true","Probably false","Definitely true","Probably false","Somewhat agree","Somewhat agree",57.3,55,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","Abroad","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly agree","Neither agree nor disagree","Agree","Disagree","Agree","Not vote in the presidential election","5fe2982d-2262-b671-a49a-1f50a22fa9bb","30","1","2","1","2","4","3","4","85303","753","3","1","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Yes, true","Yes, true","Yes, true","Yes, true",24.7,47,"Not sure","Neither agree nor disagree","Probably true","Probably true","Definitely false","Probably true","Somewhat agree","Somewhat agree",57.3,55,"Strongly disagree","Neither agree nor disagree","Disagree","Disagree","Agree","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Yes, true","No, false","Yes, true","Yes, true",4,30,0,"Independent",0,0,3.89992868427753
1557,50.6,18.8,"False","Agree","Probably true","Probably false","Definitely true","Definitely true","Somewhat agree","Strongly agree",37.3,25,"Prohibited insurers to deny coverage to those with pre-existing conditions.","Abroad","Water vapor from the jet exhaust mixing with cold air outside the plane","Agree","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Vote for the Republican Donald Trump","5fe282b7-9654-156c-d60c-cc93edd4ab74","68","2","4","2","1","6","2","2","46227","527","15","1","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Not sure","No, false","Yes, true","Yes, true","Yes, true","Not sure","Yes, true","Not sure","Not sure","Not sure","Not sure","Not sure",49.4,18.8,"False","Agree","Probably false","Probably false","Definitely false","Definitely false","Somewhat agree","Strongly disagree",37.3,25,"Disagree","Neither agree nor disagree","Disagree","Disagree","Neither agree nor disagree","Not sure","Yes, true","Yes, true","Yes, true","Yes, true","Not sure","Yes, true","Not sure","Not sure","Not sure","Not sure","Not sure",6,68,0,"Republican",0,0,1.0927462992381
1558,25.1,50,"Not sure","Neither agree nor disagree","Definitely false","Definitely false","Definitely true","Definitely false","Slightly disagree","Strongly disagree",29,50.1,"Established “death panels” which have the authority to determine whether or not a gravely ill or injured person should receive health care based on their “level of productivity in society.”","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly agree","Agree","Vote for the Democrat Joe Biden","5fe29858-4797-2325-fb60-c049f424b695","25","1","-3105","16","2","6","4","4","93313","800","5","1","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","No, false","Yes, true","Not sure","Not sure","Not sure","No, false","Yes, true","Yes, true","No, false","Yes, true","Not sure","No, false",25.1,50,"Not sure","Neither agree nor disagree","Definitely false","Definitely false","Definitely false","Definitely false","Slightly agree","Strongly disagree",29,50.1,"Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Yes, true","No, false","Not sure","Not sure","Not sure","No, false","Yes, true","No, false","Yes, true","No, false","Not sure","Yes, true",6,25,0,"Democrat",0,0,1.16677549326913
1559,74.6,99.9,"False","Disagree","Definitely false","Probably true","Definitely false","Definitely true","Strongly disagree","Strongly disagree",14.2,5.7,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Disagree","Vote for the Democrat Joe Biden","5fe29bab-f259-263d-edc8-e2aef2eba635","29","1","13","1","2","6","3","4","92707","803","5","1","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","No, false","Not sure","Yes, true","No, false","Yes, true","Not sure","Yes, true","No, false","No, false","Yes, true","Yes, true","Yes, true",25.4,99.9,"True","Agree","Definitely false","Probably true","Definitely false","Definitely false","Strongly agree","Strongly disagree",14.2,5.7,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Yes, true","Not sure","Yes, true","Yes, true","Yes, true","Not sure","Yes, true","No, false","No, false","No, false","No, false","No, false",6,29,0,"Democrat",0,3,1.52865625404487
1560,99.9,99.9,"True","Disagree","Probably true","Definitely false","Definitely true","Probably true","Strongly agree","Strongly agree",52.4,23,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","In the United States","Chemicals distributed by government agents","Disagree","Strongly agree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Vote for the Democrat Joe Biden","5fe29a67-29fe-90ab-1350-3beb0e9153c7","22","1","1","15","2","3","2","4","95219","862","5","1","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Yes, true","Not sure","Yes, true","No, false","Not sure","No, false","Not sure","Yes, true","Not sure","Yes, true","Not sure","Not sure",0.0999999999999943,0.0999999999999943,"False","Disagree","Probably true","Definitely false","Definitely false","Probably true","Strongly agree","Strongly disagree",52.4,23,"Agree","Strongly agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Yes, true","Not sure","No, false","Yes, true","Not sure","Yes, true","Not sure","Yes, true","Not sure","Yes, true","Not sure","Not sure",3,22,0,"Democrat",0,0,1.07322665820071
1561,50,99.9,"Not sure","Disagree","Probably true","Probably true","Definitely true","Probably true","Strongly agree","Strongly agree",10.1,25.4,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Vote for the Democrat Joe Biden","5fe2a1c2-6ab9-869d-745b-abde68afb106","29","1","5","1","2","2","4","4","84119","770","45","1","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Not sure","No, false","Not sure","Not sure","Not sure","Not sure","Not sure","No, false","Not sure","Yes, true","No, false","Yes, true",50,99.9,"Not sure","Disagree","Probably false","Probably false","Definitely false","Probably false","Strongly disagree","Strongly disagree",10.1,25.4,"Agree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Not sure","Yes, true","Not sure","Not sure","Not sure","Not sure","Not sure","Yes, true","Not sure","No, false","Yes, true","Yes, true",2,29,0,"Democrat",0,0,1.52865625404487
1562,80,90,"True","Strongly agree","Definitely true","Probably false","Definitely false","Definitely true","Strongly agree","Strongly disagree",95,76,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Agree","Neither agree nor disagree","Disagree","Agree","Agree","Vote for the Democrat Joe Biden","5fe2a3ec-93d4-1095-9b7f-81d7e610c3c2","47","1","5","1","12","1","1","4","97477","801","38","1","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Yes, true","Not sure","Yes, true","Not sure","Not sure","Yes, true",80,10,"False","Strongly disagree","Definitely false","Probably false","Definitely false","Definitely false","Strongly agree","Strongly disagree",5,24,"Disagree","Neither agree nor disagree","Disagree","Disagree","Disagree","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","No, false","Not sure","No, false","Not sure","Not sure","Yes, true",1,47,0,"Democrat",0,0,1.95104598508451
1563,55.4,60.7,"False","Strongly disagree","Definitely false","Probably true","Definitely false","Definitely true","Strongly disagree","Strongly disagree",85.5,70.9,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Agree","Agree","Strongly disagree","Strongly disagree","Strongly agree","Vote for the Democrat Joe Biden","5fe24a25-c55b-22f6-fc31-1dc0b861f9e8","59","1","20","1","1","6","3","1","01970","506","22","1","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Not sure","No, false","No, false","Yes, true","Not sure","Not sure","No, false","No, false","Not sure","Yes, true","Not sure","Not sure",44.6,39.3,"False","Strongly disagree","Definitely false","Probably false","Definitely false","Definitely false","Strongly agree","Strongly disagree",14.5,29.1,"Disagree","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Not sure","No, false","Yes, true","Yes, true","Not sure","Not sure","Yes, true","Yes, true","Not sure","No, false","Not sure","Not sure",6,59,0,"Independent",0,0,0.779134905788461
1564,99,18.2,"True","Neither agree nor disagree","Definitely false","Definitely true","Definitely false","Definitely false","Strongly agree","Strongly agree",76.1,95.4,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Vote for the Democrat Joe Biden","5fe2b803-4c2a-adbb-4bde-aded4ec0dcf1","21","1","15","1","2","6","1","4","85710","789","3","1","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed",FALSE,TRUE,"Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Yes, true","Not sure","Not sure","No, false","Yes, true","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Yes, true",99,18.2,"True","Neither agree nor disagree","Definitely true","Definitely false","Definitely false","Definitely false","Strongly agree","Strongly disagree",23.9,4.59999999999999,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Yes, true","Not sure","Not sure","Yes, true","Yes, true","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","No, false",6,21,0,"Democrat",0,0,1.4060928195102
